Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F01ST33,33,621,District - Pudukkottai,Urban,15-19,21,6,3,2,0,1,0,0,0,0,5,4,1
F01ST33,33,621,District - Pudukkottai,Urban,20-24,26,17,6,4,4,3,0,0,0,0,21,11,10
F01ST33,33,621,District - Pudukkottai,Urban,25-29,28,27,6,5,8,7,0,1,0,0,47,22,25
F01ST33,33,621,District - Pudukkottai,Urban,30-34,19,18,0,2,11,4,0,1,0,0,41,28,13
F01ST33,33,621,District - Pudukkottai,Urban,35-39,19,17,0,4,6,5,1,1,0,0,40,25,15
F01ST33,33,621,District - Pudukkottai,Urban,40-44,11,11,0,1,3,4,0,1,2,0,36,22,14
F01ST33,33,621,District - Pudukkottai,Urban,45-49,9,9,1,0,3,2,1,0,1,1,29,13,16
F01ST33,33,621,District - Pudukkottai,Urban,50-54,8,8,3,0,0,3,1,1,0,0,18,12,6
F01ST33,33,621,District - Pudukkottai,Urban,55-59,11,11,0,2,2,2,2,3,0,0,35,11,24
F01ST33,33,621,District - Pudukkottai,Urban,60-64,4,4,0,0,1,1,0,0,1,1,18,10,8
F01ST33,33,621,District - Pudukkottai,Urban,65-69,2,2,1,0,0,0,0,1,0,0,5,2,3
F01ST33,33,621,District - Pudukkottai,Urban,70-74,3,3,1,0,0,0,1,1,0,0,9,5,4
F01ST33,33,621,District - Pudukkottai,Urban,75-79,2,2,0,0,0,0,1,0,1,0,10,5,5
F01ST33,33,621,District - Pudukkottai,Urban,80+,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Total,All Ages,396,230,34,40,61,49,16,18,7,5,544,268,276
F01ST33,33,622,District - Sivaganga,Total,Less than 15,118,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Total,15-19,32,3,2,0,1,0,0,0,0,0,2,1,1
F01ST33,33,622,District - Sivaganga,Total,20-24,43,30,12,11,5,2,0,0,0,0,27,12,15
F01ST33,33,622,District - Sivaganga,Total,25-29,38,35,6,4,14,10,1,0,0,0,66,26,40
F01ST33,33,622,District - Sivaganga,Total,30-34,30,29,2,1,15,8,2,1,0,0,68,27,41
F01ST33,33,622,District - Sivaganga,Total,35-39,18,18,0,3,5,3,4,1,2,0,55,33,22
F01ST33,33,622,District - Sivaganga,Total,40-44,23,22,3,1,7,6,2,1,1,1,61,34,27
F01ST33,33,622,District - Sivaganga,Total,45-49,25,25,0,4,4,7,1,6,2,1,86,49,37
F01ST33,33,622,District - Sivaganga,Total,50-54,17,17,0,4,3,3,1,5,0,1,55,28,27
F01ST33,33,622,District - Sivaganga,Total,55-59,13,13,2,1,6,2,1,1,0,0,28,16,12
F01ST33,33,622,District - Sivaganga,Total,60-64,18,17,4,3,1,3,2,1,2,1,47,18,29
F01ST33,33,622,District - Sivaganga,Total,65-69,8,8,1,1,0,3,1,1,0,1,27,15,12
F01ST33,33,622,District - Sivaganga,Total,70-74,6,6,2,3,0,1,0,0,0,0,6,3,3
F01ST33,33,622,District - Sivaganga,Total,75-79,3,3,0,3,0,0,0,0,0,0,3,2,1
F01ST33,33,622,District - Sivaganga,Total,80+,4,4,0,1,0,1,1,1,0,0,13,4,9
F01ST33,33,622,District - Sivaganga,Rural,All Ages,255,146,31,28,39,26,5,10,4,3,302,135,167
F01ST33,33,622,District - Sivaganga,Rural,Less than 15,78,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Rural,15-19,22,2,1,0,1,0,0,0,0,0,2,1,1
F01ST33,33,622,District - Sivaganga,Rural,20-24,31,23,11,8,4,0,0,0,0,0,16,4,12
F01ST33,33,622,District - Sivaganga,Rural,25-29,22,21,6,1,7,7,0,0,0,0,36,13,23
F01ST33,33,622,District - Sivaganga,Rural,30-34,20,19,1,0,12,4,1,1,0,0,45,14,31
F01ST33,33,622,District - Sivaganga,Rural,35-39,8,8,0,2,4,0,1,0,1,0,20,10,10
F01ST33,33,622,District - Sivaganga,Rural,40-44,15,15,3,1,3,3,2,1,1,1,44,23,21
F01ST33,33,622,District - Sivaganga,Rural,45-49,16,16,0,3,3,4,1,3,1,1,53,29,24
F01ST33,33,622,District - Sivaganga,Rural,50-54,9,9,0,3,1,2,0,3,0,0,26,13,13
F01ST33,33,622,District - Sivaganga,Rural,55-59,8,8,2,1,3,1,0,1,0,0,15,9,6
F01ST33,33,622,District - Sivaganga,Rural,60-64,14,13,4,2,1,3,0,1,1,1,32,10,22
F01ST33,33,622,District - Sivaganga,Rural,65-69,3,3,1,1,0,1,0,0,0,0,4,4,0
F01ST33,33,622,District - Sivaganga,Rural,70-74,4,4,2,2,0,0,0,0,0,0,2,1,1
F01ST33,33,622,District - Sivaganga,Rural,75-79,3,3,0,3,0,0,0,0,0,0,3,2,1
F01ST33,33,622,District - Sivaganga,Rural,80+,2,2,0,1,0,1,0,0,0,0,4,2,2
F01ST33,33,622,District - Sivaganga,Urban,All Ages,141,84,3,12,22,23,11,8,3,2,242,133,109
F01ST33,33,622,District - Sivaganga,Urban,Less than 15,40,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Urban,15-19,10,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Urban,20-24,12,7,1,3,1,2,0,0,0,0,11,8,3
F01ST33,33,622,District - Sivaganga,Urban,25-29,16,14,0,3,7,3,1,0,0,0,30,13,17
F01ST33,33,622,District - Sivaganga,Urban,30-34,10,10,1,1,3,4,1,0,0,0,23,13,10
F01ST33,33,622,District - Sivaganga,Urban,35-39,10,10,0,1,1,3,3,1,1,0,35,23,12
F01ST33,33,622,District - Sivaganga,Urban,40-44,8,7,0,0,4,3,0,0,0,0,17,11,6
F01ST33,33,622,District - Sivaganga,Urban,45-49,9,9,0,1,1,3,0,3,1,0,33,20,13
F01ST33,33,622,District - Sivaganga,Urban,50-54,8,8,0,1,2,1,1,2,0,1,29,15,14
F01ST33,33,622,District - Sivaganga,Urban,55-59,5,5,0,0,3,1,1,0,0,0,13,7,6
F01ST33,33,622,District - Sivaganga,Urban,60-64,4,4,0,1,0,0,2,0,1,0,15,8,7
F01ST33,33,622,District - Sivaganga,Urban,65-69,5,5,0,0,0,2,1,1,0,1,23,11,12
F01ST33,33,622,District - Sivaganga,Urban,70-74,2,2,0,1,0,1,0,0,0,0,4,2,2
F01ST33,33,622,District - Sivaganga,Urban,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,622,District - Sivaganga,Urban,80+,2,2,0,0,0,0,1,1,0,0,9,2,7
F01ST33,33,623,District - Madurai,Total,All Ages,5474,3386,607,531,999,564,306,168,91,120,7819,4230,3589
F01ST33,33,623,District - Madurai,Total,Less than 15,1564,10,8,1,1,0,0,0,0,0,3,2,1
F01ST33,33,623,District - Madurai,Total,15-19,483,132,93,32,6,1,0,0,0,0,47,26,21
F01ST33,33,623,District - Madurai,Total,20-24,530,423,139,142,112,25,4,1,0,0,462,247,215
F01ST33,33,623,District - Madurai,Total,25-29,550,516,92,84,230,85,20,3,2,0,906,466,440
F01ST33,33,623,District - Madurai,Total,30-34,443,429,56,50,181,92,31,11,6,2,917,500,417
F01ST33,33,623,District - Madurai,Total,35-39,403,390,43,48,146,82,47,13,5,6,917,469,448
F01ST33,33,623,District - Madurai,Total,40-44,358,356,38,34,108,84,50,23,7,12,953,528,425
F01ST33,33,623,District - Madurai,Total,45-49,316,313,25,43,82,77,38,26,7,15,891,507,384
F01ST33,33,623,District - Madurai,Total,50-54,207,207,25,28,45,41,23,20,10,15,613,329,284
F01ST33,33,623,District - Madurai,Total,55-59,203,200,25,13,34,37,37,21,17,16,678,366,312
F01ST33,33,623,District - Madurai,Total,60-64,156,153,17,20,27,15,23,20,13,18,540,310,230
F01ST33,33,623,District - Madurai,Total,65-69,108,107,13,16,11,14,15,17,7,14,388,207,181
F01ST33,33,623,District - Madurai,Total,70-74,77,74,15,13,11,5,6,6,11,7,232,130,102
F01ST33,33,623,District - Madurai,Total,75-79,30,30,7,3,3,1,2,4,3,7,116,62,54
F01ST33,33,623,District - Madurai,Total,80+,43,43,10,4,2,4,10,2,3,8,148,77,71
F01ST33,33,623,District - Madurai,Rural,All Ages,2379,1566,202,262,521,260,152,87,40,42,3716,1986,1730
F01ST33,33,623,District - Madurai,Rural,Less than 15,624,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,623,District - Madurai,Rural,15-19,170,48,34,12,2,0,0,0,0,0,16,8,8
F01ST33,33,623,District - Madurai,Rural,20-24,222,184,56,70,51,7,0,0,0,0,193,97,96
F01ST33,33,623,District - Madurai,Rural,25-29,246,234,34,40,121,33,4,1,1,0,408,201,207
F01ST33,33,623,District - Madurai,Rural,30-34,196,189,11,20,103,36,13,5,1,0,417,225,192
F01ST33,33,623,District - Madurai,Rural,35-39,176,169,9,21,75,37,21,2,1,3,406,212,194
F01ST33,33,623,District - Madurai,Rural,40-44,168,167,12,18,52,41,22,14,3,5,458,251,207
F01ST33,33,623,District - Madurai,Rural,45-49,145,144,8,20,41,40,16,14,1,4,397,214,183
F01ST33,33,623,District - Madurai,Rural,50-54,97,97,5,13,24,22,15,9,4,5,296,159,137
F01ST33,33,623,District - Madurai,Rural,55-59,105,105,7,9,19,22,21,12,10,5,356,189,167
F01ST33,33,623,District - Madurai,Rural,60-64,91,90,8,12,17,9,18,15,6,5,303,172,131
F01ST33,33,623,District - Madurai,Rural,65-69,58,58,5,13,5,6,8,10,5,6,205,107,98
F01ST33,33,623,District - Madurai,Rural,70-74,45,44,4,10,7,5,5,4,6,3,143,87,56
F01ST33,33,623,District - Madurai,Rural,75-79,10,10,2,1,2,0,2,0,1,2,38,20,18
F01ST33,33,623,District - Madurai,Rural,80+,26,26,6,3,2,2,7,1,1,4,80,44,36
F01ST33,33,623,District - Madurai,Urban,All Ages,3095,1820,405,269,478,304,154,81,51,78,4103,2244,1859
F01ST33,33,623,District - Madurai,Urban,Less than 15,940,9,7,1,1,0,0,0,0,0,3,2,1
F01ST33,33,623,District - Madurai,Urban,15-19,313,84,59,20,4,1,0,0,0,0,31,18,13
F01ST33,33,623,District - Madurai,Urban,20-24,308,239,83,72,61,18,4,1,0,0,269,150,119
F01ST33,33,623,District - Madurai,Urban,25-29,304,282,58,44,109,52,16,2,1,0,498,265,233
F01ST33,33,623,District - Madurai,Urban,30-34,247,240,45,30,78,56,18,6,5,2,500,275,225
F01ST33,33,623,District - Madurai,Urban,35-39,227,221,34,27,71,45,26,11,4,3,511,257,254
F01ST33,33,623,District - Madurai,Urban,40-44,190,189,26,16,56,43,28,9,4,7,495,277,218
F01ST33,33,623,District - Madurai,Urban,45-49,171,169,17,23,41,37,22,12,6,11,494,293,201
F01ST33,33,623,District - Madurai,Urban,50-54,110,110,20,15,21,19,8,11,6,10,317,170,147
F01ST33,33,623,District - Madurai,Urban,55-59,98,95,18,4,15,15,16,9,7,11,322,177,145
F01ST33,33,623,District - Madurai,Urban,60-64,65,63,9,8,10,6,5,5,7,13,237,138,99
F01ST33,33,623,District - Madurai,Urban,65-69,50,49,8,3,6,8,7,7,2,8,183,100,83
F01ST33,33,623,District - Madurai,Urban,70-74,32,30,11,3,4,0,1,2,5,4,89,43,46
F01ST33,33,623,District - Madurai,Urban,75-79,20,20,5,2,1,1,0,4,2,5,78,42,36
F01ST33,33,623,District - Madurai,Urban,80+,17,17,4,1,0,2,3,1,2,4,68,33,35
F01ST33,33,624,District - Theni,Total,All Ages,881,519,95,91,129,81,50,36,15,22,1242,654,588
F01ST33,33,624,District - Theni,Total,Less than 15,288,2,2,0,0,0,0,0,0,0,0,0,0
F01ST33,33,624,District - Theni,Total,15-19,78,32,22,5,2,1,2,0,0,0,20,7,13
F01ST33,33,624,District - Theni,Total,20-24,85,62,22,18,14,5,3,0,0,0,73,37,36
F01ST33,33,624,District - Theni,Total,25-29,94,92,16,17,33,20,4,2,0,0,169,90,79
F01ST33,33,624,District - Theni,Total,30-34,61,60,6,11,17,14,5,3,3,1,147,81,66
F01ST33,33,624,District - Theni,Total,35-39,73,72,7,5,18,16,11,10,2,3,217,119,98
F01ST33,33,624,District - Theni,Total,40-44,48,48,5,9,9,6,5,7,3,4,152,84,68
F01ST33,33,624,District - Theni,Total,45-49,52,52,6,10,9,8,8,3,4,4,153,84,69
F01ST33,33,624,District - Theni,Total,50-54,27,27,3,7,7,1,4,1,1,3,79,37,42
F01ST33,33,624,District - Theni,Total,55-59,24,24,1,2,11,3,2,4,0,1,71,35,36
F01ST33,33,624,District - Theni,Total,60-64,20,20,2,2,2,4,4,2,1,3,74,36,38
F01ST33,33,624,District - Theni,Total,65-69,10,10,1,2,2,1,0,2,1,1,35,17,18
F01ST33,33,624,District - Theni,Total,70-74,10,10,0,2,3,1,1,1,0,2,35,15,20
F01ST33,33,624,District - Theni,Total,75-79,1,1,0,0,1,0,0,0,0,0,2,1,1
F01ST33,33,624,District - Theni,Total,80+,6,6,2,0,1,1,1,1,0,0,14,10,4
F01ST33,33,624,District - Theni,Rural,All Ages,663,373,83,62,75,52,40,31,11,19,907,471,436
F01ST33,33,624,District - Theni,Rural,Less than 15,230,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,624,District - Theni,Rural,15-19,65,29,21,3,2,1,2,0,0,0,18,7,11
F01ST33,33,624,District - Theni,Rural,20-24,72,53,20,14,11,5,3,0,0,0,63,32,31
F01ST33,33,624,District - Theni,Rural,25-29,66,64,13,11,20,15,3,2,0,0,118,60,58
F01ST33,33,624,District - Theni,Rural,30-34,44,43,6,8,9,11,4,2,2,1,104,55,49
F01ST33,33,624,District - Theni,Rural,35-39,51,50,5,2,13,9,7,10,2,2,160,85,75
F01ST33,33,624,District - Theni,Rural,40-44,38,38,4,6,5,5,5,6,3,4,133,72,61
F01ST33,33,624,District - Theni,Rural,45-49,33,33,5,5,4,3,7,3,2,4,107,62,45
F01ST33,33,624,District - Theni,Rural,50-54,19,19,2,6,3,1,3,1,1,2,59,27,32
F01ST33,33,624,District - Theni,Rural,55-59,13,13,1,2,4,0,2,3,0,1,43,18,25
F01ST33,33,624,District - Theni,Rural,60-64,14,14,2,2,1,2,2,1,1,3,53,27,26
F01ST33,33,624,District - Theni,Rural,65-69,6,6,1,2,0,0,0,2,0,1,22,10,12
F01ST33,33,624,District - Theni,Rural,70-74,4,4,0,0,2,0,1,0,0,1,15,7,8
F01ST33,33,624,District - Theni,Rural,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,624,District - Theni,Rural,80+,5,5,2,0,1,0,1,1,0,0,11,8,3
F01ST33,33,624,District - Theni,Urban,All Ages,218,146,12,29,54,29,10,5,4,3,335,183,152
F01ST33,33,624,District - Theni,Urban,Less than 15,58,1,1,0,0,0,0,0,0,0,0,0,0
F01ST33,33,624,District - Theni,Urban,15-19,13,3,1,2,0,0,0,0,0,0,2,0,2
F01ST33,33,624,District - Theni,Urban,20-24,13,9,2,4,3,0,0,0,0,0,10,5,5
F01ST33,33,624,District - Theni,Urban,25-29,28,28,3,6,13,5,1,0,0,0,51,30,21
F01ST33,33,624,District - Theni,Urban,30-34,17,17,0,3,8,3,1,1,1,0,43,26,17
F01ST33,33,624,District - Theni,Urban,35-39,22,22,2,3,5,7,4,0,0,1,57,34,23
F01ST33,33,624,District - Theni,Urban,40-44,10,10,1,3,4,1,0,1,0,0,19,12,7
F01ST33,33,624,District - Theni,Urban,45-49,19,19,1,5,5,5,1,0,2,0,46,22,24
F01ST33,33,624,District - Theni,Urban,50-54,8,8,1,1,4,0,1,0,0,1,20,10,10
F01ST33,33,624,District - Theni,Urban,55-59,11,11,0,0,7,3,0,1,0,0,28,17,11
F01ST33,33,624,District - Theni,Urban,60-64,6,6,0,0,1,2,2,1,0,0,21,9,12
F01ST33,33,624,District - Theni,Urban,65-69,4,4,0,0,2,1,0,0,1,0,13,7,6
F01ST33,33,624,District - Theni,Urban,70-74,6,6,0,2,1,1,0,1,0,1,20,8,12
F01ST33,33,624,District - Theni,Urban,75-79,1,1,0,0,1,0,0,0,0,0,2,1,1
F01ST33,33,624,District - Theni,Urban,80+,1,1,0,0,0,1,0,0,0,0,3,2,1
F01ST33,33,625,District - Virudhunagar,Total,All Ages,1112,679,103,102,192,121,71,38,21,31,1699,888,811
F01ST33,33,625,District - Virudhunagar,Total,Less than 15,317,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,625,District - Virudhunagar,Total,15-19,92,22,16,2,3,1,0,0,0,0,11,3,8
F01ST33,33,625,District - Virudhunagar,Total,20-24,113,89,35,22,23,7,1,1,0,0,98,56,42
F01ST33,33,625,District - Virudhunagar,Total,25-29,110,100,14,18,48,12,7,0,1,0,184,94,90
F01ST33,33,625,District - Virudhunagar,Total,30-34,87,84,8,13,31,21,8,2,0,1,188,91,97
F01ST33,33,625,District - Virudhunagar,Total,35-39,86,83,3,14,30,18,10,3,1,4,221,117,104
F01ST33,33,625,District - Virudhunagar,Total,40-44,73,68,3,6,28,15,9,2,3,2,188,106,82
F01ST33,33,625,District - Virudhunagar,Total,45-49,58,58,4,10,14,15,6,5,2,2,158,81,77
F01ST33,33,625,District - Virudhunagar,Total,50-54,45,45,4,3,6,9,10,5,4,4,162,87,75
F01ST33,33,625,District - Virudhunagar,Total,55-59,38,37,2,7,0,6,10,4,3,5,148,76,72
F01ST33,33,625,District - Virudhunagar,Total,60-64,33,33,2,4,4,5,6,6,1,5,130,63,67
F01ST33,33,625,District - Virudhunagar,Total,65-69,30,29,4,1,4,7,3,3,4,3,105,57,48
F01ST33,33,625,District - Virudhunagar,Total,70-74,13,13,2,0,1,4,0,4,1,1,47,29,18
F01ST33,33,625,District - Virudhunagar,Total,75-79,4,4,0,0,0,0,1,2,0,1,22,14,8
F01ST33,33,625,District - Virudhunagar,Total,80+,10,10,2,2,0,1,0,1,1,3,37,14,23
F01ST33,33,625,District - Virudhunagar,Rural,All Ages,537,317,60,47,73,53,36,23,11,14,789,396,393
F01ST33,33,625,District - Virudhunagar,Rural,Less than 15,173,3,3,0,0,0,0,0,0,0,0,0,0
F01ST33,33,625,District - Virudhunagar,Rural,15-19,44,15,11,1,2,1,0,0,0,0,8,3,5
F01ST33,33,625,District - Virudhunagar,Rural,20-24,53,42,16,12,9,3,1,1,0,0,48,22,26
F01ST33,33,625,District - Virudhunagar,Rural,25-29,50,47,8,7,22,6,4,0,0,0,85,44,41
F01ST33,33,625,District - Virudhunagar,Rural,30-34,40,39,3,7,13,10,4,1,0,1,92,39,53
F01ST33,33,625,District - Virudhunagar,Rural,35-39,36,34,2,7,9,8,6,0,0,2,90,47,43
F01ST33,33,625,District - Virudhunagar,Rural,40-44,25,24,2,2,9,6,2,1,1,1,64,35,29
F01ST33,33,625,District - Virudhunagar,Rural,45-49,22,22,3,2,4,5,3,3,1,1,65,34,31
F01ST33,33,625,District - Virudhunagar,Rural,50-54,19,19,3,1,2,2,3,3,3,2,71,39,32
F01ST33,33,625,District - Virudhunagar,Rural,55-59,20,20,2,4,0,1,8,2,1,2,72,33,39
F01ST33,33,625,District - Virudhunagar,Rural,60-64,16,16,1,2,2,1,2,5,0,3,66,32,34
F01ST33,33,625,District - Virudhunagar,Rural,65-69,19,18,3,1,1,5,3,1,3,1,63,30,33
F01ST33,33,625,District - Virudhunagar,Rural,70-74,11,11,1,0,0,4,0,4,1,1,45,28,17
F01ST33,33,625,District - Virudhunagar,Rural,75-79,2,2,0,0,0,0,0,2,0,0,10,7,3
F01ST33,33,625,District - Virudhunagar,Rural,80+,4,4,1,1,0,1,0,0,1,0,10,3,7
F01ST33,33,625,District - Virudhunagar,Urban,All Ages,575,362,43,55,119,68,35,15,10,17,910,492,418
F01ST33,33,625,District - Virudhunagar,Urban,Less than 15,144,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,625,District - Virudhunagar,Urban,15-19,48,7,5,1,1,0,0,0,0,0,3,0,3
F01ST33,33,625,District - Virudhunagar,Urban,20-24,60,47,19,10,14,4,0,0,0,0,50,34,16
F01ST33,33,625,District - Virudhunagar,Urban,25-29,60,53,6,11,26,6,3,0,1,0,99,50,49
F01ST33,33,625,District - Virudhunagar,Urban,30-34,47,45,5,6,18,11,4,1,0,0,96,52,44
F01ST33,33,625,District - Virudhunagar,Urban,35-39,50,49,1,7,21,10,4,3,1,2,131,70,61
F01ST33,33,625,District - Virudhunagar,Urban,40-44,48,44,1,4,19,9,7,1,2,1,124,71,53
F01ST33,33,625,District - Virudhunagar,Urban,45-49,36,36,1,8,10,10,3,2,1,1,93,47,46
F01ST33,33,625,District - Virudhunagar,Urban,50-54,26,26,1,2,4,7,7,2,1,2,91,48,43
F01ST33,33,625,District - Virudhunagar,Urban,55-59,18,17,0,3,0,5,2,2,2,3,76,43,33
F01ST33,33,625,District - Virudhunagar,Urban,60-64,17,17,1,2,2,4,4,1,1,2,64,31,33
F01ST33,33,625,District - Virudhunagar,Urban,65-69,11,11,1,0,3,2,0,2,1,2,42,27,15
F01ST33,33,625,District - Virudhunagar,Urban,70-74,2,2,1,0,1,0,0,0,0,0,2,1,1
F01ST33,33,625,District - Virudhunagar,Urban,75-79,2,2,0,0,0,0,1,0,0,1,12,7,5
F01ST33,33,625,District - Virudhunagar,Urban,80+,6,6,1,1,0,0,0,1,0,3,27,11,16
F01ST33,33,626,District - Ramanathapuram,Total,All Ages,546,310,71,38,66,67,34,16,7,11,719,389,330
F01ST33,33,626,District - Ramanathapuram,Total,Less than 15,187,5,5,0,0,0,0,0,0,0,0,0,0
F01ST33,33,626,District - Ramanathapuram,Total,15-19,42,9,8,1,0,0,0,0,0,0,1,0,1
F01ST33,33,626,District - Ramanathapuram,Total,20-24,63,48,23,11,8,5,1,0,0,0,46,27,19
F01ST33,33,626,District - Ramanathapuram,Total,25-29,71,69,14,4,25,14,10,2,0,0,146,74,72
F01ST33,33,626,District - Ramanathapuram,Total,30-34,41,40,5,4,6,15,8,2,0,0,103,51,52
F01ST33,33,626,District - Ramanathapuram,Total,35-39,45,44,2,7,8,18,5,4,0,0,117,64,53
F01ST33,33,626,District - Ramanathapuram,Total,40-44,28,28,4,3,8,6,3,3,1,0,70,43,27
F01ST33,33,626,District - Ramanathapuram,Total,45-49,10,10,1,1,1,5,1,0,1,0,28,15,13
F01ST33,33,626,District - Ramanathapuram,Total,50-54,19,17,1,2,4,2,1,2,1,4,69,40,29
F01ST33,33,626,District - Ramanathapuram,Total,55-59,14,14,5,4,1,0,0,0,2,2,33,19,14
F01ST33,33,626,District - Ramanathapuram,Total,60-64,9,9,2,0,4,0,2,1,0,0,21,11,10
F01ST33,33,626,District - Ramanathapuram,Total,65-69,9,9,0,0,1,1,2,1,1,3,47,21,26
F01ST33,33,626,District - Ramanathapuram,Total,70-74,3,3,0,0,0,1,0,1,0,1,17,11,6
F01ST33,33,626,District - Ramanathapuram,Total,75-79,1,1,0,0,0,0,1,0,0,0,4,3,1
F01ST33,33,626,District - Ramanathapuram,Total,80+,2,2,0,1,0,0,0,0,0,1,11,7,4
F01ST33,33,626,District - Ramanathapuram,Rural,All Ages,257,144,21,17,36,34,15,7,6,8,388,210,178
F01ST33,33,626,District - Ramanathapuram,Rural,Less than 15,87,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,626,District - Ramanathapuram,Rural,15-19,21,7,6,1,0,0,0,0,0,0,1,0,1
F01ST33,33,626,District - Ramanathapuram,Rural,20-24,19,12,4,3,4,1,0,0,0,0,14,6,8
F01ST33,33,626,District - Ramanathapuram,Rural,25-29,32,30,6,4,12,6,2,0,0,0,54,29,25
F01ST33,33,626,District - Ramanathapuram,Rural,30-34,21,20,1,2,3,9,5,0,0,0,55,29,26
F01ST33,33,626,District - Ramanathapuram,Rural,35-39,23,22,0,4,4,10,2,2,0,0,60,31,29
F01ST33,33,626,District - Ramanathapuram,Rural,40-44,13,13,1,0,6,4,2,0,0,0,32,20,12
F01ST33,33,626,District - Ramanathapuram,Rural,45-49,6,6,1,0,1,2,1,0,1,0,18,9,9
F01ST33,33,626,District - Ramanathapuram,Rural,50-54,10,9,0,1,1,2,0,2,1,2,42,24,18
F01ST33,33,626,District - Ramanathapuram,Rural,55-59,8,8,1,2,1,0,0,0,2,2,31,19,12
F01ST33,33,626,District - Ramanathapuram,Rural,60-64,7,7,1,0,3,0,2,1,0,0,19,11,8
F01ST33,33,626,District - Ramanathapuram,Rural,65-69,6,6,0,0,1,0,1,1,1,2,32,13,19
F01ST33,33,626,District - Ramanathapuram,Rural,70-74,2,2,0,0,0,0,0,1,0,1,14,10,4
F01ST33,33,626,District - Ramanathapuram,Rural,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0
F01ST33,33,626,District - Ramanathapuram,Rural,80+,1,1,0,0,0,0,0,0,0,1,10,6,4
F01ST33,33,626,District - Ramanathapuram,Urban,All Ages,289,166,50,21,30,33,19,9,1,3,331,179,152
F01ST33,33,626,District - Ramanathapuram,Urban,Less than 15,100,5,5,0,0,0,0,0,0,0,0,0,0
F01ST33,33,626,District - Ramanathapuram,Urban,15-19,21,2,2,0,0,0,0,0,0,0,0,0,0
F01ST33,33,626,District - Ramanathapuram,Urban,20-24,44,36,19,8,4,4,1,0,0,0,32,21,11
F01ST33,33,626,District - Ramanathapuram,Urban,25-29,39,39,8,0,13,8,8,2,0,0,92,45,47
F01ST33,33,626,District - Ramanathapuram,Urban,30-34,20,20,4,2,3,6,3,2,0,0,48,22,26
F01ST33,33,626,District - Ramanathapuram,Urban,35-39,22,22,2,3,4,8,3,2,0,0,57,33,24
F01ST33,33,626,District - Ramanathapuram,Urban,40-44,15,15,3,3,2,2,1,3,1,0,38,23,15
F01ST33,33,626,District - Ramanathapuram,Urban,45-49,4,4,0,1,0,3,0,0,0,0,10,6,4
F01ST33,33,626,District - Ramanathapuram,Urban,50-54,9,8,1,1,3,0,1,0,0,2,27,16,11
F01ST33,33,626,District - Ramanathapuram,Urban,55-59,6,6,4,2,0,0,0,0,0,0,2,0,2
F01ST33,33,626,District - Ramanathapuram,Urban,60-64,2,2,1,0,1,0,0,0,0,0,2,0,2
F01ST33,33,626,District - Ramanathapuram,Urban,65-69,3,3,0,0,0,1,1,0,0,1,15,8,7
F01ST33,33,626,District - Ramanathapuram,Urban,70-74,1,1,0,0,0,1,0,0,0,0,3,1,2
F01ST33,33,626,District - Ramanathapuram,Urban,75-79,1,1,0,0,0,0,1,0,0,0,4,3,1
F01ST33,33,626,District - Ramanathapuram,Urban,80+,1,1,0,1,0,0,0,0,0,0,1,1,0
F01ST33,33,627,District - Thoothukkudi,Total,All Ages,2445,1367,206,221,314,248,164,95,51,68,3584,1884,1700
F01ST33,33,627,District - Thoothukkudi,Total,Less than 15,798,3,2,0,1,0,0,0,0,0,2,1,1
F01ST33,33,627,District - Thoothukkudi,Total,15-19,229,51,37,7,3,3,1,0,0,0,26,15,11
F01ST33,33,627,District - Thoothukkudi,Total,20-24,252,187,62,64,38,15,6,1,0,1,222,108,114
F01ST33,33,627,District - Thoothukkudi,Total,25-29,207,192,31,44,58,34,18,5,2,0,371,196,175
F01ST33,33,627,District - Thoothukkudi,Total,30-34,180,173,13,25,48,31,26,23,6,1,477,256,221
F01ST33,33,627,District - Thoothukkudi,Total,35-39,167,162,12,13,40,38,22,15,7,15,530,274,256
